accuracy:
Train: 0.9688683169032976
Test: 0.9915
Layer sizes:
[16, 8, 1]
Weights table:
Src layer , src neuron , dest layer , dest neuron , weight value
1 , 9 , 2 , 2 , 0.7884477313941782
1 , 9 , 2 , 3 , -0.8593309421110582
1 , 9 , 2 , 4 , 0.43962421588210715
1 , 9 , 2 , 5 , -0.4890856591315381
1 , 9 , 2 , 6 , 0.43359399873275795
1 , 9 , 2 , 7 , 1.4594109280294312
1 , 9 , 2 , 8 , 0.5101544266048242
1 , 10 , 2 , 1 , -1.5963862991352689
1 , 10 , 2 , 2 , 0.8941117967838184
1 , 10 , 2 , 3 , -1.1334284059567794
1 , 10 , 2 , 4 , 1.5802414098164341
1 , 10 , 2 , 5 , -1.9323979409613976
1 , 10 , 2 , 6 , -1.06271868729002
1 , 10 , 2 , 7 , 0.4314706108245009
1 , 10 , 2 , 8 , -0.479638756799307
1 , 11 , 2 , 1 , -1.5591939966457014
1 , 11 , 2 , 2 , 0.14031478528650762
1 , 11 , 2 , 3 , -0.8388778924484188
1 , 11 , 2 , 4 , 1.380782078851225
1 , 11 , 2 , 5 , 1.6554566888850517
1 , 11 , 2 , 6 , 1.6723552170328018
1 , 11 , 2 , 7 , 0.7598824319961927
1 , 11 , 2 , 8 , 1.494637906896018
1 , 12 , 2 , 1 , -1.156020087062248
1 , 12 , 2 , 2 , 0.04549837222652943
1 , 12 , 2 , 3 , -1.8963840018993963
1 , 12 , 2 , 4 , 1.4295309677966195
1 , 12 , 2 , 5 , -0.6693613053791907
1 , 12 , 2 , 6 , -0.1809235316190391
1 , 12 , 2 , 7 , -1.922865258890963
1 , 12 , 2 , 8 , 0.45127670209946885
1 , 13 , 2 , 1 , 1.5005024956482031
1 , 13 , 2 , 2 , 1.2901045938694282
1 , 13 , 2 , 3 , -0.15530907073632072
1 , 13 , 2 , 4 , 0.5434738551800482
1 , 13 , 2 , 5 , -1.6379162990760232
1 , 13 , 2 , 6 , 0.9366803811198567
1 , 13 , 2 , 7 , -1.8188814371072721
1 , 13 , 2 , 8 , 0.8771844471570294
1 , 14 , 2 , 1 , -0.26319701803101503
1 , 14 , 2 , 2 , 0.3961145974684398
1 , 14 , 2 , 3 , -1.1959177414285915
1 , 14 , 2 , 4 , -1.7574406554201438
1 , 14 , 2 , 5 , 1.42145509746476
1 , 14 , 2 , 6 , -1.2750733821208549
1 , 14 , 2 , 7 , -0.27445274249621077
1 , 14 , 2 , 8 , 0.6468581273280306
1 , 15 , 2 , 1 , -2.414518669320256
1 , 15 , 2 , 2 , 0.6174125996285051
1 , 15 , 2 , 3 , -0.4670082640859443
1 , 15 , 2 , 4 , 1.468748463567282
1 , 15 , 2 , 5 , 0.8404576258105441
1 , 15 , 2 , 6 , 0.07188955949787151
1 , 15 , 2 , 7 , 1.6402913542496587
1 , 15 , 2 , 8 , 0.21867882272159947
1 , 16 , 2 , 1 , 0.339631454609451
1 , 16 , 2 , 2 , 0.7868085229033188
1 , 16 , 2 , 3 , -0.3373963615415691
1 , 16 , 2 , 4 , 0.3429593177131883
1 , 16 , 2 , 5 , 0.7515953075357358
1 , 16 , 2 , 6 , -1.7271062179061512
1 , 16 , 2 , 7 , 0.6378415581570309
1 , 16 , 2 , 8 , 0.7583821379712625
2 , 1 , 3 , 1 , 1.4110997667395797
2 , 2 , 3 , 1 , -3.362863059267709
2 , 3 , 3 , 1 , 2.0704978528963767
2 , 4 , 3 , 1 , -0.05420561777780889
2 , 5 , 3 , 1 , 0.11841755380323703
2 , 6 , 3 , 1 , 0.6485288050392406
2 , 7 , 3 , 1 , 0.048690488983166
2 , 8 , 3 , 1 , -2.4549013202263534

Network:
[array([[-0.55167164,  0.67120044, -0.61398087,  0.19715512,  1.59070128,
        -0.77433594, -0.96606343,  0.71515705],
       [-0.64450117,  0.64840828, -0.23957968,  0.75034045, -0.64181182,
         0.43560339,  1.48678837,  1.10069332],
       [ 0.24227312,  0.91910061, -0.64676827,  0.35365914, -1.48988842,
         0.41979193,  0.23886413,  0.5152788 ],
       [-0.03626961,  0.63818988, -1.55670812, -1.46317847, -1.36838456,
         0.11922339, -0.78969501,  0.18111958],
       [-0.62160128,  0.61484223, -0.69693847,  1.60177785, -1.15527325,
         0.97408552, -0.2129787 ,  0.75225695],
       [ 1.12819471,  1.25758145,  0.34448659, -1.00206189,  0.34832507,
        -1.41086355,  1.0263165 ,  0.90404598],
       [-1.76923416,  0.40349063, -0.46556175, -0.76014231, -0.55249007,
         0.03517016, -1.21803096,  0.90859624],
       [ 0.80017382,  0.93727529, -0.82644317,  1.10702939,  1.06532623,
        -0.53812524,  1.22983915,  0.56584574],
       [ 0.00560211,  0.78844773, -0.85933094,  0.43962422, -0.48908566,
         0.433594  ,  1.45941093,  0.51015443],
       [-1.5963863 ,  0.8941118 , -1.13342841,  1.58024141, -1.93239794,
        -1.06271869,  0.43147061, -0.47963876],
       [-1.559194  ,  0.14031479, -0.83887789,  1.38078208,  1.65545669,
         1.67235522,  0.75988243,  1.49463791],
       [-1.15602009,  0.04549837, -1.896384  ,  1.42953097, -0.66936131,
        -0.18092353, -1.92286526,  0.4512767 ],
       [ 1.5005025 ,  1.29010459, -0.15530907,  0.54347386, -1.6379163 ,
         0.93668038, -1.81888144,  0.87718445],
       [-0.26319702,  0.3961146 , -1.19591774, -1.75744066,  1.4214551 ,
        -1.27507338, -0.27445274,  0.64685813],
       [-2.41451867,  0.6174126 , -0.46700826,  1.46874846,  0.84045763,
         0.07188956,  1.64029135,  0.21867882],
       [ 0.33963145,  0.78680852, -0.33739636,  0.34295932,  0.75159531,
        -1.72710622,  0.63784156,  0.75838214]]), array([[ 1.41109977],
       [-3.36286306],
       [ 2.07049785],
       [-0.05420562],
       [ 0.11841755],
       [ 0.64852881],
       [ 0.04869049],
       [-2.45490132]])]
